Framework,Sources,Sinks,Guards,Flows,Guard_Hit_Rate,Src/Sink,Security_State,Report_File
CodeIgniter,0,28,2,28,0.0,0.0,Config-Dependent,flow_codeigniter_20250924_162253.yaml
Laravel,0,5,6,5,1.2,0.0,Config-Dependent,flow_laravel_20250924_162235.yaml
Symfony,670,164,172,472,0.483,4.085,Proxy-Vulnerable,flow_symfony_20250924_162250.yaml
WordPress,30,614,66,1794,2.508,0.049,Safe,flow_wordpress_20250924_162252.yaml
Yii2,1,56,120,56,2.518,0.018,Safe,flow_yii2_20250924_162253.yaml
laravel,0,2,2,0,0,0
symfony,0,2,0,1,1,0
codeigniter,0,1,0,1,0,0
cakephp,0,1,0,0,0,1
yii,0,1,0,0,0,1
laravel,0,2,2,0,0,0
yii,0,1,0,0,0,1
laravel,0,2,2,0,0,0
